2016A00053501005,Ontario,South Glengarry,Township,3.9,2.7,0
2016A00053501011,Ontario,South Stormont,Township,3.2,5.9,0
2016A00053501012,Ontario,Cornwall,City,4.2,4,0
2016A00053501020,Ontario,South Dundas,Municipality,4.3,7,0
2016A00053501030,Ontario,North Dundas,Township,4.5,7.2,0
2016A00053501042,Ontario,North Stormont,Township,4.4,5.4,0
2016A00053501050,Ontario,North Glengarry,Township,4.4,7.5,0
2016A00053502001,Ontario,East Hawkesbury,Township,3.8,9.7,0
2016A00053502008,Ontario,Hawkesbury,Town,4.8,6.3,0
2016A00053502010,Ontario,Champlain,Township,3.7,5.8,0
2016A00053502023,Ontario,Alfred and Plantagenet,Township,5.9,6.9,1
2016A00053502025,Ontario,The Nation,Municipality,3.4,3.1,0
2016A00053502036,Ontario,Clarence-Rockland,City,3.4,4.1,0
2016A00053502044,Ontario,Casselman,Village,4.8,5.9,0
2016A00053502048,Ontario,Russell,Township,3,3.3,0
2016A00053506008,Ontario,Ottawa,City,3.5,4,0
2016A00053507004,Ontario,Edwardsburgh/Cardinal,Township,4.5,7.3,0
2016A00053507006,Ontario,Augusta,Township,3.4,6.3,0
2016A00053507008,Ontario,Prescott,Town,6.3,8.2,0
2016A00053507014,Ontario,Elizabethtown-Kitley,Township,6.2,6.1,0
2016A00053507015,Ontario,Brockville,City,3.2,2.9,0
2016A00053507017,Ontario,Front of Yonge,Township,4.5,5.2,0
2016A00053507021,Ontario,Leeds and the Thousand Islands,Township,4.3,5.9,0
2016A00053507024,Ontario,Gananoque,Town,5.6,5.5,0
2016A00053507033,Ontario,Westport,Village,3.1,9.3,0
2016A00053507040,Ontario,Rideau Lakes,Township,5.1,9.6,1
2016A00053507042,Ontario,Athens,Township,4.5,4.9,0
2016A00053507052,Ontario,Merrickville-Wolford,Village,5.4,6.5,0
2016A00053507065,Ontario,North Grenville,Municipality,3.8,5.4,0
2016A00053509001,Ontario,Montague,Township,4.7,7.5,1
2016A00053509004,Ontario,Smiths Falls,Town,5.1,11.3,11
2016A00053509010,Ontario,Drummond/North Elmsley,Township,4.2,7.1,0
2016A00053509015,Ontario,Tay Valley,Township,7.3,7.1,1
2016A00053509021,Ontario,Perth,Town,4.8,7.9,0
2016A00053509024,Ontario,Beckwith,Township,2.9,5.7,0
2016A00053509028,Ontario,Carleton Place,Town,4.4,5.8,0
2016A00053509030,Ontario,Mississippi Mills,Town,4.6,3.7,0
2016A00053509039,Ontario,Lanark Highlands,Township,4.3,8.4,0
2016A00053510005,Ontario,Frontenac Islands,Township,4.4,8.1,1
2016A00053510010,Ontario,Kingston,City,4.5,4.2,0
2016A00053510020,Ontario,South Frontenac,Township,3.6,5,0
2016A00053510035,Ontario,Central Frontenac,Township,5.5,7.8,0
2016A00053510045,Ontario,North Frontenac,Township,6.1,8.6,0
2016A00053511005,Ontario,Loyalist,Township,7.1,4.2,0
2016A00053511015,Ontario,Greater Napanee,Town,5,3.9,0
2016A00053511030,Ontario,Stone Mills,Township,3.2,3.2,0
2016A00053511035,Ontario,Addington Highlands,Township,6.3,6.4,0
2016A00053512001,Ontario,Tyendinaga,Township,3.6,3.7,0
2016A00053512002,Ontario,Deseronto,Town,5.3,11.4,111
2016A00053512005,Ontario,Belleville,City,4,4,0
2016A00053512015,Ontario,Quinte West,City,3.6,5.7,0
2016A00053512020,Ontario,Stirling-Rawdon,Township,4.6,6.4,0
2016A00053512026,Ontario,Centre Hastings,Municipality,4.4,7.5,0
2016A00053512030,Ontario,Tweed,Municipality,6,9.4,1
2016A00053512036,Ontario,Madoc,Township,3.3,9.7,1
2016A00053512046,Ontario,Marmora and Lake,Municipality,3.9,8.3,0
2016A00053512048,Ontario,Tudor and Cashel,Township,5.1,8.8,1
2016A00053512051,Ontario,Limerick,Township,7.9,10.9,111
2016A00053512054,Ontario,Wollaston,Township,6.4,8.3,1
2016A00053512058,Ontario,Faraday,Township,4.9,8.1,1
2016A00053512061,Ontario,Bancroft,Town,6.2,9.3,1
2016A00053512065,Ontario,Carlow/Mayo,Township,4,7.5,0
2016A00053512076,Ontario,Hastings Highlands,Municipality,5.9,8.8,0
2016A00053513020,Ontario,Prince Edward County,City,5,5,0
2016A00053514004,Ontario,Brighton,Municipality,7.4,6.6,0
2016A00053514014,Ontario,Cramahe,Township,3.7,3.8,0
2016A00053514019,Ontario,Hamilton,Township,3.7,4.5,0
2016A00053514020,Ontario,Port Hope,Municipality,4.7,4.2,0
2016A00053514021,Ontario,Cobourg,Town,4.5,3.6,0
2016A00053514024,Ontario,Alnwick/Haldimand,Township,4.5,7.3,0
2016A00053514045,Ontario,Trent Hills,Municipality,5.6,7.1,0
2016A00053515003,Ontario,Asphodel-Norwood,Township,5.5,10.1,11
2016A00053515005,Ontario,Otonabee-South Monaghan,Township,4,4.3,0
2016A00053515008,Ontario,Hiawatha First Nation,Indian reserve,8.3,8.7,101
2016A00053515013,Ontario,Cavan Monaghan,Township,4.8,6,0
2016A00053515014,Ontario,Peterborough,City,4.6,4.3,0
2016A00053515015,Ontario,Selwyn,Township,3.6,4.2,0
2016A00053515023,Ontario,Douro-Dummer,Township,3.3,4.5,0
2016A00053515030,Ontario,Havelock-Belmont-Methuen,Township,4.5,9.4,0
2016A00053515037,Ontario,North Kawartha,Township,5.7,8.7,0
2016A00053515044,Ontario,Trent Lakes,Municipality,5,8.7,1
2016A00053516010,Ontario,Kawartha Lakes,City,4.7,5.5,0
2016A00053518001,Ontario,Pickering,City,2.8,3.8,0
2016A00053518005,Ontario,Ajax,Town,2.4,3.6,0
